Team,goals1,goals2,goals3,goals4,goalsT,shots1,shots2,shots3,shots4,shotsT,Pen,PIM,PPG,PPO,FOW,FOL,FOW%,goals5,goals6,shots5,shots6,Game_ID
Augustana,0,0,2,0,2,9,14,13,0,36,2,4,0,0,20,31,39.2156862745098,0,0,0,0,2024-10-18-Augustana-Omaha
Omaha,0,1,0,0,1,10,12,13,0,35,0,0,0,2,31,20,60.7843137254902,0,0,0,0,2024-10-18-Augustana-Omaha
Alaska Anchorage,0,1,0,0,1,7,12,13,0,32,2,4,0,2,29,38,43.2835820895522,0,0,0,0,2024-10-18-Alaska Anchorage-Northern Michigan
Northern Michigan,1,1,0,0,2,9,4,7,0,20,2,4,0,2,38,29,56.7164179104478,0,0,0,0,2024-10-18-Alaska Anchorage-Northern Michigan
Colgate,1,0,1,0,2,7,4,11,0,22,4,19,0,4,26,37,41.2698412698413,0,0,0,0,2024-10-18-Colgate-Mass. Lowell
Mass Lowell,2,2,1,0,5,14,11,9,0,34,6,12,2,3,37,26,58.7301587301587,0,0,0,0,2024-10-18-Colgate-Mass. Lowell
Arizona State,0,0,1,0,1,5,15,12,0,32,3,6,0,1,21,33,38.8888888888889,0,0,0,0,2024-10-19-Arizona State-Providence
Providence,0,0,2,0,2,10,10,18,0,38,2,4,0,2,33,21,61.1111111111111,0,0,0,0,2024-10-19-Arizona State-Providence
Niagara,2,2,0,1,5,11,21,10,1,43,2,4,2,6,40,35,53.3333333333333,0,0,0,0,2024-10-19-Niagara-Rensselaer
Rensselaer,1,1,2,0,4,8,8,13,0,29,7,22,1,2,35,40,46.6666666666667,0,0,0,0,2024-10-19-Niagara-Rensselaer
Mercyhurst,1,0,1,0,2,11,5,7,0,23,4,19,1,5,24,45,34.7826086956522,0,0,0,0,2024-10-19-Mercyhurst-Union
Union,1,0,2,0,3,9,18,10,0,37,5,10,2,4,45,24,65.2173913043478,0,0,0,0,2024-10-19-Mercyhurst-Union
Northeastern,0,1,1,0,2,5,10,14,0,29,7,14,0,4,39,40,49.3670886075949,0,0,0,0,2024-10-19-Northeastern-Denver
Denver,1,2,2,0,5,10,14,8,0,32,5,10,2,6,40,39,50.6329113924051,0,0,0,0,2024-10-19-Northeastern-Denver
Minnesota,2,1,2,0,5,15,11,8,0,34,5,10,1,3,32,28,53.3333333333333,0,0,0,0,2024-10-19-Minnesota-Minnesota Duluth
Minnesota Duluth,1,0,0,0,1,14,6,12,0,32,3,6,0,5,28,32,46.6666666666667,0,0,0,0,2024-10-19-Minnesota-Minnesota Duluth
Colgate,0,1,0,0,1,6,11,8,0,25,2,7,0,2,27,29,48.2142857142857,0,0,0,0,2024-10-19-Colgate-Mass. Lowell
Mass Lowell,0,1,1,0,2,8,13,9,0,30,2,4,2,3,29,27,51.7857142857143,0,0,0,0,2024-10-19-Colgate-Mass. Lowell
Alaska,0,1,0,0,1,11,9,3,0,23,11,38,0,3,22,27,44.8979591836735,0,0,0,0,2024-10-19-Alaska-Notre Dame
Notre Dame,0,0,0,0,0,7,20,10,0,37,11,49,0,3,27,22,55.1020408163265,0,0,0,0,2024-10-19-Alaska-Notre Dame
Stonehill,0,0,0,0,0,5,11,19,0,35,8,16,0,8,31,30,50.8196721311475,0,0,0,0,2024-10-19-Stonehill-Lake Superior
Lake Superior,1,2,0,0,3,11,11,8,0,30,10,20,1,6,30,31,49.1803278688525,0,0,0,0,2024-10-19-Stonehill-Lake Superior
North Dakota,0,0,0,0,0,9,10,8,0,27,2,4,0,1,30,23,56.6037735849057,0,0,0,0,2024-10-19-North Dakota-Minnesota State
Minnesota State,1,1,1,0,3,10,9,8,0,27,1,2,0,2,23,30,43.3962264150943,0,0,0,0,2024-10-19-North Dakota-Minnesota State
Alaska Anchorage,1,1,3,0,5,11,27,11,0,49,3,6,0,4,16,42,27.5862068965517,0,0,0,0,2024-10-19-Alaska Anchorage-Northern Michigan
Northern Michigan,0,2,1,0,3,7,8,10,0,25,5,10,0,2,42,16,72.4137931034483,0,0,0,0,2024-10-19-Alaska Anchorage-Northern Michigan
St Cloud State,1,0,3,0,4,9,8,10,0,27,2,4,2,6,30,26,53.5714285714286,0,0,0,0,2024-10-19-St. Cloud State-Michigan
Michigan,0,0,0,0,0,7,9,8,0,24,5,13,0,2,26,30,46.4285714285714,0,0,0,0,2024-10-19-St. Cloud State-Michigan
Miami,0,1,0,0,1,9,7,10,0,26,4,19,1,5,30,37,44.7761194029851,0,0,0,0,2024-10-19-Miami-Robert Morris
Robert Morris,1,1,2,0,4,11,10,12,0,33,5,10,0,3,37,30,55.2238805970149,0,0,0,0,2024-10-19-Miami-Robert Morris
Massachusetts,0,2,4,0,6,5,3,12,0,20,4,8,2,5,34,23,59.6491228070175,0,0,0,0,2024-10-19-Massachusetts-Sacred Heart
Sacred Heart,0,1,0,0,1,10,9,2,0,21,6,12,1,4,23,34,40.3508771929825,0,0,0,0,2024-10-19-Massachusetts-Sacred Heart
Ferris State,0,0,0,0,0,8,9,13,0,30,6,23,0,3,28,40,41.1764705882353,0,0,0,0,2024-10-19-Ferris State-St. Lawrence
St Lawrence,1,2,5,0,8,10,12,15,0,37,4,8,6,8,40,28,58.8235294117647,0,0,0,0,2024-10-19-Ferris State-St. Lawrence
Long Island,0,0,1,0,1,10,5,7,0,22,4,11,1,3,30,35,46.1538461538462,0,0,0,0,2024-10-19-Long Island-Bentley
Bentley,0,1,2,0,3,12,11,10,0,33,5,10,0,3,35,30,53.8461538461539,0,0,0,0,2024-10-19-Long Island-Bentley
Bowling Green,0,1,0,1,2,9,18,15,3,45,5,10,1,4,24,38,38.7096774193548,0,0,0,0,2024-10-19-Bowling Green-RIT
RIT,0,1,0,0,1,9,10,8,0,27,6,12,0,3,38,24,61.2903225806452,0,0,0,0,2024-10-19-Bowling Green-RIT
Augustana,1,2,1,0,4,8,7,6,0,21,6,12,1,6,21,31,40.3846153846154,0,0,0,0,2024-10-19-Augustana-Omaha
Omaha,0,0,0,0,0,11,14,8,0,33,8,16,0,5,31,21,59.6153846153846,0,0,0,0,2024-10-19-Augustana-Omaha
Quinnipiac,1,3,1,0,5,9,12,5,1,27,5,10,2,6,27,31,46.551724137931,0,0,0,0,2024-10-19-Quinnipiac-Maine
Maine,3,1,1,1,6,13,5,18,5,41,6,12,1,5,31,27,53.448275862069,0,0,0,0,2024-10-19-Quinnipiac-Maine
Clarkson,0,2,1,0,3,9,10,6,0,25,5,10,1,5,29,23,55.7692307692308,0,0,0,0,2024-10-19-Clarkson-Vermont
Vermont,1,0,0,0,1,4,10,4,0,18,6,23,0,4,23,29,44.2307692307692,0,0,0,0,2024-10-19-Clarkson-Vermont
Ohio State,1,0,1,0,2,6,2,12,0,20,2,4,0,1,24,29,45.2830188679245,0,0,0,0,2024-10-19-Ohio State-Wisconsin
Wisconsin,0,0,1,0,1,5,11,13,0,29,1,2,0,2,29,24,54.7169811320755,0,0,0,0,2024-10-19-Ohio State-Wisconsin
Army,0,0,1,0,1,6,5,17,0,28,1,2,0,3,24,43,35.8208955223881,0,0,0,0,2024-10-19-Army-Holy Cross
Holy Cross,0,0,0,0,0,13,11,12,0,36,3,6,0,1,43,24,64.1791044776119,0,0,0,0,2024-10-19-Army-Holy Cross
Lindenwood,1,0,0,0,1,10,6,5,0,21,5,13,0,2,31,29,51.6666666666667,0,0,0,0,2024-10-20-Lindenwood-Air Force
Air Force,0,0,2,0,2,6,10,10,0,26,2,4,1,6,29,31,48.3333333333333,0,0,0,0,2024-10-20-Lindenwood-Air Force
Army,0,1,2,0,3,7,13,13,0,33,2,4,0,3,41,36,53.2467532467532,0,0,0,0,2024-10-20-Army-Holy Cross
Holy Cross,0,3,2,0,5,14,14,14,0,42,3,6,0,2,36,41,46.7532467532468,0,0,0,0,2024-10-20-Army-Holy Cross
Mercyhurst,0,2,1,0,3,7,5,13,0,25,1,2,1,1,30,34,46.875,0,0,0,0,2024-10-22-Mercyhurst-Canisius
Canisius,1,3,2,0,6,7,11,17,0,35,1,2,1,1,34,30,53.125,0,0,0,0,2024-10-22-Mercyhurst-Canisius
Air Force,0,0,1,1,2,2,4,12,1,19,3,6,0,2,29,27,51.7857142857143,0,0,0,0,2024-10-25-Air Force-American Int'l
American Intl,0,1,0,0,1,12,8,6,0,26,3,6,0,2,27,29,48.2142857142857,0,0,0,0,2024-10-25-Air Force-American Int'l
Niagara,1,4,2,0,7,9,11,9,0,29,2,4,2,2,33,33,50.0,0,0,0,0,2024-10-25-Niagara-Robert Morris
Robert Morris,0,1,2,0,3,13,11,11,0,35,2,4,1,2,33,33,50.0,0,0,0,0,2024-10-25-Niagara-Robert Morris
Holy Cross,0,0,1,1,2,4,14,12,2,32,6,12,1,6,30,38,44.1176470588235,0,0,0,0,2024-10-25-Holy Cross-Sacred Heart
Sacred Heart,1,0,0,0,1,17,6,7,0,30,6,12,1,5,38,30,55.8823529411765,0,0,0,0,2024-10-25-Holy Cross-Sacred Heart
Bentley,0,3,3,0,6,5,14,7,0,26,2,4,1,3,39,18,68.421052631579,0,0,0,0,2024-10-25-Bentley-Army
Army,1,0,2,0,3,10,7,12,0,29,4,8,1,1,18,39,31.5789473684211,0,0,0,0,2024-10-25-Bentley-Army
Stonehill,0,1,0,0,1,8,5,4,0,17,5,13,0,1,25,20,55.5555555555556,0,0,0,0,2024-10-25-Stonehill-Minnesota Duluth
Minnesota Duluth,2,2,1,0,5,13,10,20,0,43,3,6,2,5,20,25,44.4444444444444,0,0,0,0,2024-10-25-Stonehill-Minnesota Duluth
Michigan State,0,1,2,0,3,9,12,14,0,35,4,8,2,6,34,21,61.8181818181818,0,0,0,0,2024-10-25-Michigan State-Canisius
Canisius,0,0,0,0,0,6,7,2,0,15,5,21,0,4,21,34,38.1818181818182,0,0,0,0,2024-10-25-Michigan State-Canisius
Wisconsin,2,0,0,0,2,9,13,11,0,33,7,14,0,6,35,34,50.7246376811594,0,0,0,0,2024-10-25-Wisconsin-Denver
Denver,2,0,2,0,4,10,6,9,0,25,7,14,1,6,34,35,49.2753623188406,0,0,0,0,2024-10-25-Wisconsin-Denver
Colorado College,0,1,1,0,2,8,6,6,0,20,4,8,2,3,35,34,50.7246376811594,0,0,0,0,2024-10-25-Colorado College-Alaska Anchorage
Alaska Anchorage,0,0,1,0,1,7,8,14,0,29,4,8,0,3,34,35,49.2753623188406,0,0,0,0,2024-10-25-Colorado College-Alaska Anchorage
Clarkson,0,2,2,0,4,5,9,3,0,17,4,8,0,1,20,28,41.6666666666667,0,0,0,0,2024-10-25-Clarkson-Michigan Tech
Michigan Tech,0,1,0,0,1,9,11,12,0,32,1,2,1,4,28,20,58.3333333333333,0,0,0,0,2024-10-25-Clarkson-Michigan Tech
Bowling Green,0,0,1,0,1,3,4,19,0,26,5,10,0,2,33,29,53.2258064516129,0,0,0,0,2024-10-25-Bowling Green-Ohio State
Ohio State,2,0,1,0,3,10,8,8,0,26,3,6,1,4,29,33,46.7741935483871,0,0,0,0,2024-10-25-Bowling Green-Ohio State
New Hampshire,0,1,1,0,2,10,14,7,0,31,5,10,0,2,31,26,54.3859649122807,0,0,0,0,2024-10-25-New Hampshire-Quinnipiac
Quinnipiac,3,2,3,0,8,12,6,12,0,30,2,4,2,5,26,31,45.6140350877193,0,0,0,0,2024-10-25-New Hampshire-Quinnipiac
Augustana,2,0,1,0,3,8,9,15,0,32,3,6,0,0,32,27,54.2372881355932,0,0,0,0,2024-10-25-Augustana-St. Cloud State
St Cloud State,2,2,0,0,4,11,10,8,0,29,0,0,0,3,27,32,45.7627118644068,0,0,0,0,2024-10-25-Augustana-St. Cloud State
St Lawrence,2,0,0,0,2,7,5,4,0,16,5,21,0,3,22,40,35.4838709677419,0,0,0,0,2024-10-25-St. Lawrence-Penn State
Penn State,1,1,1,0,3,8,10,10,0,28,4,8,0,3,40,22,64.5161290322581,0,0,0,0,2024-10-25-St. Lawrence-Penn State
Lindenwood,0,1,3,0,4,6,10,6,0,22,3,6,1,4,22,26,45.8333333333333,0,0,0,0,2024-10-25-Lindenwood-Miami
Miami,1,0,1,0,2,8,12,13,0,33,4,8,1,3,26,22,54.1666666666667,0,0,0,0,2024-10-25-Lindenwood-Miami
Long Island,0,0,1,0,1,12,13,14,0,39,3,6,1,6,22,45,32.8358208955224,0,0,0,0,2024-10-25-Long Island-Notre Dame
Notre Dame,1,2,1,0,4,6,10,8,0,24,5,13,1,3,45,22,67.1641791044776,0,0,0,0,2024-10-25-Long Island-Notre Dame
Colgate,2,3,0,0,5,15,10,13,0,38,3,6,0,5,36,32,52.9411764705882,0,0,0,0,2024-10-25-Colgate-RIT
RIT,2,2,0,0,4,8,7,9,0,24,6,12,0,1,32,36,47.0588235294118,0,0,0,0,2024-10-25-Colgate-RIT
Omaha,0,0,3,0,3,6,9,14,0,29,3,6,1,3,31,28,52.5423728813559,0,0,0,0,2024-10-25-Omaha-Minnesota State
Minnesota State,1,2,1,0,4,3,14,13,0,30,3,9,0,2,28,31,47.4576271186441,0,0,0,0,2024-10-25-Omaha-Minnesota State
Boston University,0,0,2,0,2,8,12,9,0,29,9,29,1,5,37,35,51.3888888888889,0,0,0,0,2024-10-25-Boston University-North Dakota
North Dakota,5,0,2,0,7,11,10,13,0,34,10,20,2,3,35,37,48.6111111111111,0,0,0,0,2024-10-25-Boston University-North Dakota
Arizona State,1,0,2,0,3,10,14,16,0,40,1,2,0,2,30,21,58.8235294117647,0,0,0,0,2024-10-25-Arizona State-Northern Michigan
Northern Michigan,1,0,0,0,1,7,4,6,0,17,2,7,0,1,21,30,41.1764705882353,0,0,0,0,2024-10-25-Arizona State-Northern Michigan
St Thomas,1,0,0,0,1,6,6,9,0,21,3,6,0,2,23,26,46.9387755102041,0,0,0,0,2024-10-25-St. Thomas-Minnesota
Minnesota,3,1,3,0,7,10,9,14,0,33,2,4,0,3,26,23,53.0612244897959,0,0,0,0,2024-10-25-St. Thomas-Minnesota
Union,3,1,2,0,6,13,8,19,0,40,5,10,4,9,28,32,46.6666666666667,0,0,0,0,2024-10-25-Union-Rensselaer
Rensselaer,1,2,0,0,3,13,7,10,0,30,8,27,1,5,32,28,53.3333333333333,0,0,0,0,2024-10-25-Union-Rensselaer
Connecticut,2,1,0,0,3,8,7,7,1,23,0,0,0,0,27,19,58.695652173913,0,0,0,0,2024-10-25-Connecticut-Massachusetts
Massachusetts,1,1,1,0,3,11,10,10,2,33,0,0,0,0,19,27,41.304347826087,0,0,0,0,2024-10-25-Connecticut-Massachusetts
Maine,0,2,2,0,4,9,11,14,0,34,4,8,1,3,17,34,33.3333333333333,0,0,0,0,2024-10-25-Maine-Northeastern
Northeastern,0,0,1,0,1,9,6,10,0,25,4,8,0,4,34,17,66.6666666666667,0,0,0,0,2024-10-25-Maine-Northeastern
Providence,1,1,0,1,3,11,7,9,3,30,5,10,0,3,30,29,50.8474576271186,0,0,0,0,2024-10-25-Providence-Vermont
Vermont,0,1,1,0,2,10,5,8,0,23,4,19,1,5,29,30,49.1525423728814,0,0,0,0,2024-10-25-Providence-Vermont
Bemidji State,1,0,1,0,2,7,11,9,0,27,3,17,1,5,33,35,48.5294117647059,0,0,0,0,2024-10-25-Bemidji State-Ferris State
Ferris State,1,3,0,0,4,11,8,4,0,23,5,10,0,2,35,33,51.4705882352941,0,0,0,0,2024-10-25-Bemidji State-Ferris State
Air Force,0,1,1,0,2,11,10,7,0,28,0,0,0,1,24,26,48.0,0,0,0,0,2024-10-26-Air Force-American Int'l
American Intl,1,0,3,0,4,10,8,9,0,27,1,2,0,0,26,24,52.0,0,0,0,0,2024-10-26-Air Force-American Int'l
Bentley,0,1,0,0,1,9,13,10,0,32,4,8,1,3,38,17,69.0909090909091,0,0,0,0,2024-10-26-Bentley-Army
Army,1,1,2,0,4,5,5,6,0,16,4,16,1,4,17,38,30.9090909090909,0,0,0,0,2024-10-26-Bentley-Army
Robert Morris,1,1,2,0,4,13,13,9,2,37,3,6,0,1,29,49,37.1794871794872,0,0,0,0,2024-10-26-Robert Morris-Niagara
Niagara,2,2,0,0,4,12,9,10,3,34,1,2,0,3,49,29,62.8205128205128,0,0,0,0,2024-10-26-Robert Morris-Niagara
Holy Cross,0,1,0,0,1,8,10,13,0,31,5,10,0,2,30,28,51.7241379310345,0,0,0,0,2024-10-26-Holy Cross-Sacred Heart
Sacred Heart,0,1,1,0,2,8,4,5,0,17,2,4,1,5,28,30,48.2758620689655,0,0,0,0,2024-10-26-Holy Cross-Sacred Heart
New Hampshire,0,2,1,0,3,6,19,8,0,33,2,4,1,3,25,37,40.3225806451613,0,0,0,0,2024-10-26-New Hampshire-Quinnipiac
Quinnipiac,0,0,2,0,2,7,9,3,0,19,3,6,1,2,37,25,59.6774193548387,0,0,0,0,2024-10-26-New Hampshire-Quinnipiac
St Lawrence,0,1,0,0,1,10,7,9,0,26,4,8,0,4,17,40,29.8245614035088,0,0,0,0,2024-10-26-St. Lawrence-Penn State
Penn State,1,1,1,0,3,16,11,10,0,37,4,8,1,4,40,17,70.1754385964912,0,0,0,0,2024-10-26-St. Lawrence-Penn State
Augustana,0,1,0,0,1,9,5,13,0,27,2,4,0,2,18,36,33.3333333333333,0,0,0,0,2024-10-26-Augustana-St. Cloud State
St Cloud State,1,1,0,0,2,10,15,5,0,30,2,4,0,2,36,18,66.6666666666667,0,0,0,0,2024-10-26-Augustana-St. Cloud State
Colgate,2,0,2,0,4,12,7,12,0,31,6,12,1,4,28,30,48.2758620689655,0,0,0,0,2024-10-26-Colgate-RIT
RIT,1,1,1,0,3,6,9,8,0,23,5,10,2,5,30,28,51.7241379310345,0,0,0,0,2024-10-26-Colgate-RIT
Wisconsin,1,0,0,0,1,12,5,9,0,26,3,6,1,2,25,32,43.859649122807,0,0,0,0,2024-10-26-Wisconsin-Denver
Denver,3,2,1,0,6,11,11,8,0,30,2,4,1,3,32,25,56.140350877193,0,0,0,0,2024-10-26-Wisconsin-Denver
Colorado College,1,0,1,0,2,9,8,6,0,23,5,21,0,2,32,19,62.7450980392157,0,0,0,0,2024-10-26-Colorado College-Alaska Anchorage
Alaska Anchorage,0,0,0,0,0,5,4,9,0,18,3,6,0,3,19,32,37.2549019607843,0,0,0,0,2024-10-26-Colorado College-Alaska Anchorage
Long Island,0,3,2,0,5,15,20,7,0,42,6,23,1,2,22,39,36.0655737704918,0,0,0,0,2024-10-26-Long Island-Notre Dame
Notre Dame,0,1,1,0,2,5,8,14,0,27,2,4,1,4,39,22,63.9344262295082,0,0,0,0,2024-10-26-Long Island-Notre Dame
Omaha,0,0,0,0,0,8,17,2,0,27,3,6,0,4,32,24,57.1428571428571,0,0,0,0,2024-10-26-Omaha-Minnesota State
Minnesota State,1,0,0,0,1,4,5,7,0,16,5,10,1,2,24,32,42.8571428571429,0,0,0,0,2024-10-26-Omaha-Minnesota State
Stonehill,0,0,1,0,1,1,9,5,0,15,6,12,0,4,25,28,47.1698113207547,0,0,0,0,2024-10-26-Stonehill-Minnesota Duluth
Minnesota Duluth,1,1,0,0,2,13,16,8,0,37,4,8,2,6,28,25,52.8301886792453,0,0,0,0,2024-10-26-Stonehill-Minnesota Duluth
Boston University,1,1,2,0,4,8,9,11,0,28,3,6,2,5,20,39,33.8983050847458,0,0,0,0,2024-10-26-Boston University-North Dakota
North Dakota,0,1,2,0,3,8,15,9,0,32,5,10,1,3,39,20,66.1016949152542,0,0,0,0,2024-10-26-Boston University-North Dakota
Arizona State,0,0,2,0,2,13,12,13,0,38,3,6,1,5,26,39,40.0,0,0,0,0,2024-10-26-Arizona State-Northern Michigan
Northern Michigan,0,0,0,0,0,5,14,3,0,22,5,10,0,2,39,26,60.0,0,0,0,0,2024-10-26-Arizona State-Northern Michigan
Michigan State,0,3,1,0,4,11,16,19,0,46,9,48,1,6,36,21,63.1578947368421,0,0,0,0,2024-10-26-Michigan State-Canisius
Canisius,0,1,0,0,1,5,3,11,0,19,7,14,1,4,21,36,36.8421052631579,0,0,0,0,2024-10-26-Michigan State-Canisius
Clarkson,0,1,0,1,2,8,10,9,6,33,6,12,2,3,32,40,44.4444444444444,0,0,0,0,2024-10-26-Clarkson-Michigan Tech
Michigan Tech,0,1,0,0,1,8,14,11,2,35,4,8,0,6,40,32,55.5555555555556,0,0,0,0,2024-10-26-Clarkson-Michigan Tech
Western Michigan,2,0,0,0,2,8,11,3,0,22,1,2,0,2,27,24,52.9411764705882,0,0,0,0,2024-10-26-Western Michigan-Boston College
Boston College,0,1,3,0,4,15,10,11,0,36,2,4,0,1,24,27,47.0588235294118,0,0,0,0,2024-10-26-Western Michigan-Boston College
Lindenwood,1,0,0,0,1,10,11,14,0,35,3,6,0,5,23,31,42.5925925925926,0,0,0,0,2024-10-26-Lindenwood-Miami
Miami,1,1,2,0,4,9,5,3,0,17,7,25,1,2,31,23,57.4074074074074,0,0,0,0,2024-10-26-Lindenwood-Miami
Ohio State,0,2,0,0,2,8,14,11,0,33,9,29,1,4,26,34,43.3333333333333,0,0,0,0,2024-10-26-Ohio State-Bowling Green
Bowling Green,0,0,0,0,0,7,6,9,0,22,8,27,0,5,34,26,56.6666666666667,0,0,0,0,2024-10-26-Ohio State-Bowling Green
Minnesota,2,3,1,0,6,8,13,14,0,35,2,4,3,7,31,26,54.3859649122807,0,0,0,0,2024-10-26-Minnesota-St. Thomas
St Thomas,1,0,1,0,2,5,6,7,0,18,7,28,0,1,26,31,45.6140350877193,0,0,0,0,2024-10-26-Minnesota-St. Thomas
Providence,0,2,2,0,4,8,14,13,5,40,2,4,0,1,32,26,55.1724137931034,0,0,0,0,2024-10-26-Providence-Vermont
Vermont,0,3,1,0,4,13,7,5,5,30,1,2,0,2,26,32,44.8275862068966,0,0,0,0,2024-10-26-Providence-Vermont
Massachusetts,0,1,1,0,2,11,6,12,0,29,3,6,1,5,35,29,54.6875,0,0,0,0,2024-10-26-Massachusetts-Connecticut
Connecticut,1,2,0,0,3,5,18,5,0,28,5,10,0,3,29,35,45.3125,0,0,0,0,2024-10-26-Massachusetts-Connecticut
Mass Lowell,2,2,2,0,6,12,10,11,0,33,3,6,1,3,40,37,51.9480519480519,0,0,0,0,2024-10-26-Mass. Lowell-Merrimack
Merrimack,1,2,0,0,3,6,8,3,0,17,3,6,2,2,37,40,48.0519480519481,0,0,0,0,2024-10-26-Mass. Lowell-Merrimack
Maine,0,1,1,0,2,12,14,9,1,36,5,10,1,5,32,33,49.2307692307692,0,0,0,0,2024-10-26-Maine-Northeastern
Northeastern,1,1,0,0,2,6,11,11,5,33,5,13,0,4,33,32,50.7692307692308,0,0,0,0,2024-10-26-Maine-Northeastern
Bemidji State,1,2,0,0,3,11,11,6,0,28,4,8,0,2,32,25,56.140350877193,0,0,0,0,2024-10-26-Bemidji State-Ferris State
Ferris State,0,0,0,0,0,9,15,6,0,30,2,4,0,4,25,32,43.859649122807,0,0,0,0,2024-10-26-Bemidji State-Ferris State
Rensselaer,1,0,2,0,3,8,6,9,0,23,3,6,1,2,34,21,61.8181818181818,0,0,0,0,2024-10-26-Rensselaer-Union
Union,2,0,2,0,4,10,10,6,0,26,3,6,1,2,21,34,38.1818181818182,0,0,0,0,2024-10-26-Rensselaer-Union
RIT,0,0,1,0,1,7,10,12,0,29,6,12,1,4,32,30,51.6129032258065,0,0,0,0,2024-10-30-RIT-Niagara
Niagara,1,3,0,0,4,13,14,12,0,39,5,10,1,5,30,32,48.3870967741936,0,0,0,0,2024-10-30-RIT-Niagara
Army,0,0,0,0,0,12,8,6,0,26,2,4,0,3,24,21,53.3333333333333,0,0,0,0,2024-10-31-Army-Canisius
Canisius,2,1,1,0,4,7,11,7,0,25,3,6,0,1,21,24,46.6666666666667,0,0,0,0,2024-10-31-Army-Canisius
Army,0,0,1,0,1,9,6,13,0,28,4,8,0,4,34,28,54.8387096774194,0,0,0,0,2024-11-01-Army-Canisius
Canisius,2,1,3,0,6,14,9,11,0,34,5,10,2,3,28,34,45.1612903225806,0,0,0,0,2024-11-01-Army-Canisius
Mercyhurst,1,0,2,0,3,13,13,17,0,43,1,2,0,2,31,33,48.4375,0,0,0,0,2024-11-01-Mercyhurst-Niagara
Niagara,1,2,2,0,5,6,16,14,0,36,2,4,0,1,33,31,51.5625,0,0,0,0,2024-11-01-Mercyhurst-Niagara
Sacred Heart,1,1,0,0,2,8,4,7,0,19,3,6,1,4,20,31,39.2156862745098,0,0,0,0,2024-11-01-Sacred Heart-Bentley
Bentley,2,0,2,0,4,11,8,6,0,25,4,8,2,3,31,20,60.7843137254902,0,0,0,0,2024-11-01-Sacred Heart-Bentley
Dartmouth,2,0,0,0,2,12,5,4,0,21,6,12,0,2,29,33,46.7741935483871,0,0,0,0,2024-11-01-Dartmouth-Harvard
Harvard,0,1,0,0,1,12,13,13,0,38,3,6,1,5,33,29,53.2258064516129,0,0,0,0,2024-11-01-Dartmouth-Harvard
New Hampshire,0,2,1,0,3,9,8,9,0,26,5,10,0,3,29,33,46.7741935483871,0,0,0,0,2024-11-01-New Hampshire-Providence
Providence,3,3,0,0,6,10,13,7,0,30,5,10,0,3,33,29,53.2258064516129,0,0,0,0,2024-11-01-New Hampshire-Providence
Merrimack,0,0,0,0,0,5,6,4,0,15,3,6,0,1,21,27,43.75,0,0,0,0,2024-11-01-Merrimack-Maine
Maine,2,2,1,0,5,8,15,10,0,33,1,2,2,3,27,21,56.25,0,0,0,0,2024-11-01-Merrimack-Maine
Penn State,1,0,0,0,1,11,5,6,0,22,6,15,0,2,27,27,50.0,0,0,0,0,2024-11-01-Penn State-Minnesota
Minnesota,0,2,1,0,3,9,17,8,0,34,2,4,1,6,27,27,50.0,0,0,0,0,2024-11-01-Penn State-Minnesota
Wisconsin,0,2,0,0,2,8,21,13,2,44,3,6,1,4,44,37,54.320987654321,0,0,0,0,2024-11-01-Wisconsin-Notre Dame
Notre Dame,1,1,0,1,3,11,7,5,1,24,5,10,1,2,37,44,45.679012345679,0,0,0,0,2024-11-01-Wisconsin-Notre Dame
Michigan,0,0,5,0,5,9,7,19,0,35,3,6,2,6,33,28,54.0983606557377,0,0,0,0,2024-11-01-Michigan-Boston University
Boston University,0,1,0,0,1,2,11,10,0,23,6,23,1,3,28,33,45.9016393442623,0,0,0,0,2024-11-01-Michigan-Boston University
Alaska,0,1,2,0,3,5,9,5,0,19,6,12,0,5,27,36,42.8571428571429,0,0,0,0,2024-11-01-Alaska-Clarkson
Clarkson,0,1,0,0,1,8,10,6,0,24,6,12,1,6,36,27,57.1428571428571,0,0,0,0,2024-11-01-Alaska-Clarkson
Air Force,1,1,0,0,2,9,3,14,1,27,4,8,0,3,29,27,51.7857142857143,0,0,0,0,2024-11-01-Air Force-Colorado College
Colorado College,0,1,1,1,3,6,18,7,2,33,3,6,1,4,27,29,48.2142857142857,0,0,0,0,2024-11-01-Air Force-Colorado College
North Dakota,1,0,0,0,1,5,10,9,0,24,3,6,0,2,23,31,42.5925925925926,0,0,0,0,2024-11-01-North Dakota-Cornell
Cornell,3,0,1,0,4,6,10,5,0,21,3,6,0,2,31,23,57.4074074074074,0,0,0,0,2024-11-01-North Dakota-Cornell
Mass Lowell,0,3,1,1,5,11,15,10,4,40,4,8,1,3,44,36,55.0,0,0,0,0,2024-11-01-Mass. Lowell-Holy Cross
Holy Cross,2,2,0,0,4,12,9,10,0,31,4,8,1,3,36,44,45.0,0,0,0,0,2024-11-01-Mass. Lowell-Holy Cross
St Lawrence,0,0,0,0,0,6,11,7,0,24,2,4,0,2,35,30,53.8461538461539,0,0,0,0,2024-11-01-St. Lawrence-Stonehill
Stonehill,1,1,2,0,4,14,14,13,0,41,2,4,0,2,30,35,46.1538461538462,0,0,0,0,2024-11-01-St. Lawrence-Stonehill
Lake Superior,0,2,1,0,3,4,6,7,0,17,6,12,1,3,29,33,46.7741935483871,0,0,0,0,2024-11-01-Lake Superior-Ohio State
